"","id","txt","date","like","video","reply","re_reply","like_video"
"5532","kongdolee_0911"," 광고 제주드림타워 그랜드 하얏트 제주     한라산부터 제주 앞바다 까지 한눈에 보이는 최고층 스카이라인뷰    평 스위트룸급 기본객실  실내 실외 수영장부터 스파  찜질방 다양한 이용시설  제주도 최대규모의 K패션 쇼핑몰 단독입점     여개  성급 프리미엄 고품격레스토랑  제주드림타워에서 이 모든걸 누리다니  이번 제주여행의시작은 드림타워가 찐이다    #제주도호텔  #제주여행  #제주쇼핑  #제주맛집  #제주도맛집  #제주도수영장  #제주스파  #제주찜질방","2021년 3월 16일",NA,320,"너무 좋은데요",NA,320
"5533","jeju_miondang064","  제주오설록미온당       밤  시까지 영업 하는   rast order   pm  시   오설록맛집 미온당    천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당     탐나는 전 사용가능      제주테이크아웃    한경면 중산간서로        OPEN                      저청초등학교 앞                    천연불맛 불쇼 미온당 메뉴    주문후 불맛 불쇼 로 즉석에서 요리 합니다  _ 안매운 쭈꾸미 덮밥 _쭈꾸미 덮밥 _ 흑돼지두루치기 덮밥 _ 한치주물럭 덮밥 _ 안매운 불고기 덥밥 _ 데리야끼 중국식 새우볶음밥 _ 칠리 중국식새우 볶음밥    면류   쭈꾸미 볶음 라면   우동     흑돼지두루치기 볶음 라면   우동     한치주물럭 볶음 라면   우동      천연불맛 불쇼 철판  _ 안매운 쭈꾸미 _ 쭈꾸미 철판 _ 쭈꾸미 직화삼겹살구이 _ 쭈꾸미 흑돼지두루치기 _ 쭈꾸미    직화새우구이  _ 한치주물럭   쭈꾸미 _한치주물럭 직화삼겹살구이 _ 한치주물럭 직화새우구이 _ 한치주물럭 흑돼지두루치기  _흑돼지두루치기 직화삼겹살구이 _ 흑돼지두루치기 새우직화구이 _ 흑돼지두루치기 철판   년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당   #오설록  #오설록티뮤지엄  #맛스타그램  #오설록맛집  #제주도맛집  #협재맛집  #한림맛집  #선팔  #저지리맛집  #제주여행  #송악산  #제주국제학교맛집  #제주신화월드맛집  #일상  #모슬포맛집  #서귀포맛집  #애월맛집  #제주맛집  #협재해수욕장  #중문맛집  #먹스타그램  #소통  #좋아요  #제주도민맛집  #셀카  #우도  #맛집  #셀스타그램  #소통해요  #산방산맛집    탐나는 전 사용가능","2021년 3월 16일",NA,4,NA,NA,4
"5534","jeju2413","제주에서 브런치 디저트  커피맛집   오션뷰 브런치맛집추천해요    #제주도맛집 #제주도여행 #애월커피 #제주브런치맛집 #한림핫플 #애월핫플 #혼커 #제주도 #애월카페 #제주커플여행 #한림아침식사 #제주브런치카페 #제주갬성 #제주신상카페 #애월맛집 #제주브런치맛집 #한림맛집 #새별오름 #한림협재카페 #애월브런치 #애월맛집추천 #협재브런치카페 #금능카페 #여행에미치다 #한림브런치맛집 #협재브런치 #귀더크 #제주귀더크 #애월브런치카페 #한림브런치카페","2021년 3월 16일",2,NA,NA,NA,2
"5535","jeju_miondang064","  제주오설록미온당       밤  시까지 영업 하는   rast order   pm  시   오설록맛집 미온당    천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당     탐나는 전 사용가능      제주테이크아웃    한경면 중산간서로        OPEN                      저청초등학교 앞                    천연불맛 불쇼 미온당 메뉴    주문후 불맛 불쇼 로 즉석에서 요리 합니다  _ 안매운 쭈꾸미 덮밥 _쭈꾸미 덮밥 _ 흑돼지두루치기 덮밥 _ 한치주물럭 덮밥 _ 안매운 불고기 덥밥 _ 데리야끼 중국식 새우볶음밥 _ 칠리 중국식새우 볶음밥    면류   쭈꾸미 볶음 라면   우동     흑돼지두루치기 볶음 라면   우동     한치주물럭 볶음 라면   우동      천연불맛 불쇼 철판  _ 안매운 쭈꾸미 _ 쭈꾸미 철판 _ 쭈꾸미 직화삼겹살구이 _ 쭈꾸미 흑돼지두루치기 _ 쭈꾸미    직화새우구이  _ 한치주물럭   쭈꾸미 _한치주물럭 직화삼겹살구이 _ 한치주물럭 직화새우구이 _ 한치주물럭 흑돼지두루치기  _흑돼지두루치기 직화삼겹살구이 _ 흑돼지두루치기 새우직화구이 _ 흑돼지두루치기 철판   년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당   #오설록  #오설록티뮤지엄  #맛스타그램  #오설록맛집  #제주도맛집  #협재맛집  #한림맛집  #선팔  #저지리맛집  #제주여행  #송악산  #제주국제학교맛집  #제주신화월드맛집  #일상  #모슬포맛집  #서귀포맛집  #애월맛집  #제주맛집  #협재해수욕장  #중문맛집  #먹스타그램  #소통  #좋아요  #제주도민맛집  #셀카  #우도  #맛집  #셀스타그램  #소통해요  #산방산맛집    탐나는 전 사용가능","2021년 3월 16일",NA,2,NA,NA,2
"5536","aweol_road129","  애월 로드    성게크림파스타 흑돼지함박스테이크 흑돼지치즈돈까스 훅돼지수제돈까스 해물야끼소바   전메뉴 포장가능 사전 전화주문시 빠른포장 가능하세요               #애월맛집 #제주맛집 #애월읍맛집 #애월항맛집 #제주애월점심 #애월맛집추천 #제주애월맛집 #애월점심추천 #애월밥집 #제주현지인맛집 #제주도민추천맛집 #제주도현지인맛집 #도민맛집 #제주혼밥 #제주시맛집 #제주도맛집 #금능맛집 #한림맛집 #협재맛집 #협재해수욕장맛집 #곽지해수욕장맛집 #더럭분교맛집 #애월해안도로 #제주서쪽맛집 #애월데이트코스 #새별오름 #애월카페","2021년 3월 16일",1,NA,NA,NA,1
"5537","jeju2413","샌드위치 브런치 커피 제주여행만족   오션뷰 카페    #커플카페 #제주여행 #감성카페 #제주브런치맛집 #한림핫플 #애월핫플 #카츠산도  #애월카페 #곽지해수욕장카페 #한림아침식사 #애월가볼만한곳  #제주도맛집 #제주신상카페 #애월맛집 #제주브런치맛집 #한림맛집 #제주디저트맛집 #한림카페 #애월브런치 #제주뷰맛집 #협재브런치카페 #제주핫플 #곽지브런치맛집 #한림브런치맛집 #협재카페추천 #귀더크 #제주귀더크 #애월브런치카페 #샌드위치맛집 #제주혼커피","2021년 3월 16일",0,NA,NA,NA,0
"5538","jeju_miondang064","  제주오설록미온당       밤  시까지 영업 하는   rast order   pm  시   오설록맛집 미온당    천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당     탐나는 전 사용가능      제주테이크아웃    한경면 중산간서로        OPEN                      저청초등학교 앞                    천연불맛 불쇼 미온당 메뉴    주문후 불맛 불쇼 로 즉석에서 요리 합니다  _ 안매운 쭈꾸미 덮밥 _쭈꾸미 덮밥 _ 흑돼지두루치기 덮밥 _ 한치주물럭 덮밥 _ 안매운 불고기 덥밥 _ 데리야끼 중국식 새우볶음밥 _ 칠리 중국식새우 볶음밥    면류   쭈꾸미 볶음 라면   우동     흑돼지두루치기 볶음 라면   우동     한치주물럭 볶음 라면   우동      천연불맛 불쇼 철판  _ 안매운 쭈꾸미 _ 쭈꾸미 철판 _ 쭈꾸미 직화삼겹살구이 _ 쭈꾸미 흑돼지두루치기 _ 쭈꾸미    직화새우구이  _ 한치주물럭   쭈꾸미 _한치주물럭 직화삼겹살구이 _ 한치주물럭 직화새우구이 _ 한치주물럭 흑돼지두루치기  _흑돼지두루치기 직화삼겹살구이 _ 흑돼지두루치기 새우직화구이 _ 흑돼지두루치기 철판   년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당   #오설록  #오설록티뮤지엄  #맛스타그램  #오설록맛집  #제주도맛집  #협재맛집  #한림맛집  #선팔  #저지리맛집  #제주여행  #송악산  #제주국제학교맛집  #제주신화월드맛집  #일상  #모슬포맛집  #서귀포맛집  #애월맛집  #제주맛집  #협재해수욕장  #중문맛집  #먹스타그램  #소통  #좋아요  #제주도민맛집  #셀카  #우도  #맛집  #셀스타그램  #소통해요  #산방산맛집    탐나는 전 사용가능","2021년 3월 16일",NA,3,NA,NA,3
"5539","jeju_miondang064","  제주오설록미온당       밤  시까지 영업 하는   rast order   pm  시   오설록맛집 미온당    천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당     탐나는 전 사용가능      제주테이크아웃    한경면 중산간서로        OPEN                      저청초등학교 앞                    천연불맛 불쇼 미온당 메뉴    주문후 불맛 불쇼 로 즉석에서 요리 합니다  _ 안매운 쭈꾸미 덮밥 _쭈꾸미 덮밥 _ 흑돼지두루치기 덮밥 _ 한치주물럭 덮밥 _ 안매운 불고기 덥밥 _ 데리야끼 중국식 새우볶음밥 _ 칠리 중국식새우 볶음밥    면류   쭈꾸미 볶음 라면   우동     흑돼지두루치기 볶음 라면   우동     한치주물럭 볶음 라면   우동      천연불맛 불쇼 철판  _ 안매운 쭈꾸미 _ 쭈꾸미 철판 _ 쭈꾸미 직화삼겹살구이 _ 쭈꾸미 흑돼지두루치기 _ 쭈꾸미    직화새우구이  _ 한치주물럭   쭈꾸미 _한치주물럭 직화삼겹살구이 _ 한치주물럭 직화새우구이 _ 한치주물럭 흑돼지두루치기  _흑돼지두루치기 직화삼겹살구이 _ 흑돼지두루치기 새우직화구이 _ 흑돼지두루치기 철판   년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당   #오설록  #오설록티뮤지엄  #맛스타그램  #오설록맛집  #제주도맛집  #협재맛집  #한림맛집  #선팔  #저지리맛집  #제주여행  #송악산  #제주국제학교맛집  #제주신화월드맛집  #일상  #모슬포맛집  #서귀포맛집  #애월맛집  #제주맛집  #협재해수욕장  #중문맛집  #먹스타그램  #소통  #좋아요  #제주도민맛집  #셀카  #우도  #맛집  #셀스타그램  #소통해요  #산방산맛집    탐나는 전 사용가능","2021년 3월 16일",NA,1,NA,NA,1
"5540","hyeryeon_heimish","오랜만에   정말 시간이 빨리가버려서 제주도 돌아온지도  년이 다되어가네  정말 많은 일들이 있었고  너무 고마운 사람들이 많고 앞으로의 계획을 위해 마음다짐       #제주도민  #헤미쉬살롱","2021년 3월 16일",266,NA,"","  #제주도맛집  #제주도여행  #제주도추천  #제주미용실  #제주미용실추천  #제주베라체미용실  #제주1인미용실  #제주도미용실  #구제주미용실  #미용인  #미용인그램  #선팔맞팔  #좋아요  #좋아요반사  #공유해요  #소통  #likesforlike  #liketime",266
"5541","anbygoxgguz9951"," #오픈인스타   효과와 가격으로 말합니다  국내 최저가 가격 역대급 품질 서비스 인스타 페이스북 페이스북 틱톡 모든 서비스 가능    한국인 실유저  외국인 실유저 원하는 서비스 모두세팅  좋아요 개 기준  원   팔로워   원  인기게시물 자동좋아요 솔루션 모두가능      시간 셀프 자동사이트  재능사이트 최우수상 경력  재구매율   달성    카카오채널  오픈인스타  네이버  오픈인스타 검색    #제주도맛집 #부산맛집 #강남맛집 #홍대맛집  #광주맛집 #경주맛집 #이태원맛집 #강릉맛집  #홍대카페 #경주카페 #수원카페 #강릉카페  #카페 #인테리어 #미용실 #네일 #반영구  #타투 #펜션 #게스트하우스 #중고차","2021년 3월 16일",6,NA,NA,NA,6
"5542","jeju_miondang_","  제주오설록미온당       밤  시까지 영업 하는   rast order   pm  시   오설록맛집 미온당    천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당     탐나는 전 사용가능      제주테이크아웃    한경면 중산간서로        OPEN                      저청초등학교 앞                    천연불맛 불쇼 미온당 메뉴    주문후 불맛 불쇼 로 즉석에서 요리 합니다  _ 안매운 쭈꾸미 덮밥 _쭈꾸미 덮밥 _ 흑돼지두루치기 덮밥 _ 한치주물럭 덮밥 _ 안매운 불고기 덥밥 _ 데리야끼 중국식 새우볶음밥 _ 칠리 중국식새우 볶음밥    면류   쭈꾸미 볶음 라면   우동     흑돼지두루치기 볶음 라면   우동     한치주물럭 볶음 라면   우동      천연불맛 불쇼 철판  _ 안매운 쭈꾸미 _ 쭈꾸미 철판 _ 쭈꾸미 직화삼겹살구이 _ 쭈꾸미 흑돼지두루치기 _ 쭈꾸미    직화새우구이  _ 한치주물럭   쭈꾸미 _한치주물럭 직화삼겹살구이 _ 한치주물럭 직화새우구이 _ 한치주물럭 흑돼지두루치기  _흑돼지두루치기 직화삼겹살구이 _ 흑돼지두루치기 새우직화구이 _ 흑돼지두루치기 철판   년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당   #오설록  #오설록티뮤지엄  #맛스타그램  #오설록맛집  #제주도맛집  #협재맛집  #한림맛집  #선팔  #저지리맛집  #제주여행  #송악산  #제주국제학교맛집  #제주신화월드맛집  #일상  #모슬포맛집  #서귀포맛집  #애월맛집  #제주맛집  #협재해수욕장  #중문맛집  #먹스타그램  #소통  #좋아요  #제주도민맛집  #셀카  #우도  #맛집  #셀스타그램  #소통해요  #산방산맛집    탐나는 전 사용가능","2021년 3월 16일",4,NA,NA,NA,4
"5543","jejudado","       화요일                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ","2021년 3월 16일",326,NA,""," #jeju  #제주  #제주도  #제주여행  #제주도여행  #제주맛집  #제주도맛집  #제주맛집추천  #제주도맛집추천  #제주맛집투어  #제주도맛집투어  #제주도민맛집  #서귀포맛집  #서귀포시맛집  #서귀포  #서귀포여행  #서귀포맛집추천  #중문맛집  #중문맛집추천  #제주도그램  #제주스타그램  #제주숨은맛집  #제주혼밥  #제주전복맛집  #제주카페  #서귀포카페  #제주핫플  #제주도핫플  #제주다도  #서귀포다도",326
"5544","cong__kkakji","                                        ^^                                                                                                                                                                                                카톡  z    zz","2021년 3월 16일",5,NA,NA,NA,5
"5545","sky37sky37","봄비가 촉촉이 내리는 제주도    이런날에는 따뜻하고 맛있는 갈비국수 한그릇 먹으면서 느긋한 제주여행 추천합니다   하갈비국수 영업시간    시     시  브레이크타임 없음  라스트오더    시  제주시 애월읍 애월북서길                   하갈비  층으로 올라오세요    #하갈비국수 #제주고기국수 #제주갈비국수  #애월맛집 #제주도맛집 #제주핫플레이스 #애월도민맛집  #제주뷰맛집 #하갈비 #제주노티드 #제주다운타우너 #제주맛집추천 #제주핫플 #애월핫플","2021년 3월 16일",116,NA,"뷰 대박  힐링 제대로 될거같아용",NA,116
"5546","jeju_party24karaoke"," #언니들대기실샷 내새끼들 오늘도 고생했쥬       층 풀방에 손님트지고 전쟁이 따로없네   역시 제주도 번가게  조금이따 만나요  꿀잠은 죽어서자자   제주도는 유흥영업제한해제    롸스고  내꺼들화이팅  등아니면안해   시간 상담가능                         조은희실장                        조은희실장      #제주맛집  #제주핫플레이스  #제주살이  #연동맛집  #연동술집  #노형술집  #제주술집  #제주도가볼만한곳  #제주도술집  #연동  #노형동  #제주도여행  #제주도맛집  #제주도룸  #제주여행  #제주핫플  #제주도가라오케  #제주도퍼블릭  #제주도유흥  #제주유흥  #제주퍼블릭  #제주도골프  #제주도호빠  #제주도텐프로  #제주가라오케","2021년 3월 16일",17,NA,"좋아요 하고 갑니다^^",NA,17
"5547","kkkk_4459"," #리그램    jeweonkaljib by  get_regrammer  초성퀴즈 EVENT    #제주도민 의 진짜 맛집  #제원칼집 에서  번째로준비한  #초성퀴즈  #이벤트 말해줘   이름을 말해줘   많은 참여 부탁드려요 참여방법은 하단에서 확인해주세요 퀴즈정답자   명 추점을 통해 다양한 선물 쏩니다      문제 우리가게 대표메뉴는 무엇일까요    참여방법  제원칼집  jeweonkaljib  인스타그램 팔로우하기  본게시물을 리그램or캡처본을 게시글로 남기기  본게시물에 댓글로 퀴즈정답남기기 친구태그하면 당첨확율 쑥쑥       이벤트 기간 참여기간    월 일 월   월  일 월 까지 당첨자발표    월  일 금                       개별DM으로 발송예정   등  #신세계상품권  만원  명  등  #신세계상품권  만원  명 그외  #스타벅스아메리카노 Tall   명   #리그램  #리그램이벤트  #댓글이벤트  #초성이벤트  #초성퀴즈  #너무쉽다  #제원칼집  #이벤트  #이벤트그램  #기프티콘  #이벤트당첨  #제원칼집  #쏩니다  #경품팡팡  #제원칼집  #모르는사람없게해주세요  #소문내주세요  #진짜맛있는고기집  #제주공항근처  #제주도맛집","2021년 3월 16일",7,NA,"선팔했어요 찐소통해요"," 넵 000160000160",7
"5548","jeju_aewolhami","애월하미에는 갈치조림만 있는게 아니죠   새로운 구성으로 선보이는 모듬회와 해산물모듬도 다른 곳과 비교 불가     갈치조림과 같이 드시기에도 좋아요       모듬회 소   인   만원  모듬회 중     인   만원   모듬회 대     인   만원 모듬회 특대   인이상   만원   해산물모듬 소   인   만원 해산물모듬 중     인   만원 해산물모듬 대     인   만원 해산물모듬 특대   인이상   만원  저렴하고 푸짐한 모듬회  해산물모듬외에 맛있는 갈치요리와 다양한 단품 메뉴들이 준비되어있으니 많이 찾아주세요    연중무휴로 운영되며 전화문의                  #애월맛집  #제주도맛집  #애월횟집  #제주도횟집  #애월회맛집  #제주도회맛집  #제주도가성비횟집  #제주도골프장근처맛집  #제주도오션뷰식당  #제주여행  #애월하미","2021년 3월 16일",NA,NA,"모듬회 한상 환상적이네요 너무 맛있겠네요",NA,NA
"5549","jinsu__91","                    _                                                                                                _                                                                                                                                                                                                       _                                                              #맛집  #흑돼지돈까스  #전복해물뚝배기 ","2021년 3월 16일",16,NA,NA,NA,16
"5550","soo_pic_"," #soo_      #soo_p      ","2021년 3월 16일",64,NA,"","  #제주도  #제주  #제주도여행  #제주맛집  #제주도맛집  #제주카페  #제주핫플 #제주핫플레이스  #유민미술관  #유민미술관가는길  #성산일출봉  #성산  #섭지코지 #섭지코지로  #섭지코지유채꽃  #섭지코지해변  #섭지코지맛집  #유민미술관앞잔듸마당  #제주살이  #섭지코지카페  #섭지코지게스트하우스  #우도 #우도여행  #제주한달살기  #제주시  #제주여행코스  #제주아트센터  #제주미술관",64
"5551","p__spring","                                       ","2020년 10월 5일",137,NA," #해운대  #부산  #여행스타그램  #제주  #여행  #몽상드애월  #애월  #애월카페  #국내여행  #해외여행  #네일  #호캉스  #여행에미치다  #애월맛집  #일월선셋비치  #여행스타그램  #호텔  #우도여행  #우도카페  #우도맛집  #우도  #창원카페  #제주카페  #제주도카페  #제주도맛집  #창원카페  #제주맛집  #제주도여행  #제주도",NA,137
"5552","p__spring","        ","2020년 10월 5일",115,NA," #해운대  #부산  #여행스타그램  #제주  #여행  #몽상드애월  #애월  #애월카페  #국내여행  #해외여행  #네일  #호캉스  #여행에미치다  #애월맛집  #일월선셋비치  #여행스타그램  #호텔  #우도여행  #우도카페  #우도맛집  #우도  #창원카페  #제주카페  #제주도카페  #제주도맛집  #창원카페  #제주맛집  #제주도여행  #제주도",NA,115
"5553","p__spring","           ","2020년 10월 5일",133,NA,"제주도"," 웅 제주000190",133
"5554","rosenmemarket","                                         ","2021년 3월 16일",11,NA," #daily #dailypic #instadaily #ootd #fashion #selfie #selca #셀피 #셀카 #서울 #제주도맛집 #다이어트 #knit #로젠미 #데일리룩 #오오티디 #맘룩 #편한룩 #데이트룩 #봄신상 #마실룩 #투피스 #투피스세트 #화요일 #세일러카라 #카라티 #카라블라우스 #세일러티",NA,11
"5555","gogo_gorae7","                                                                                                                                                                                                                                                   ","2021년 3월 16일",3,NA,NA,NA,3
"5556","jeju_octopus_bbangbbang","  오픈시간 지연 안내      주방설비 설치 및 정리하는데 시간이 생각보다 오래 걸렸네요      재료준비를 부지런히 해보는데 시간이 부족할거 같아요     오늘만   시오픈아니거 오후 시 오픈 할께요      정타코 허리업          #제주  #jeju  #문어빵빵  #제주맛집  #다코야끼  #타코야끼  #야끼소바  #명란치즈타코야끼  #제주타코야끼  #모짜치즈타코야끼  #세세리가라아게  #오코노미야끼  #한림  #인생타코  #생맥주  #협재  #금능  #제주도맛집  #혼밥  #혼술  #한림맛집  #도민맛집  #제주도민  #제주핫플레이스 꿈나무 ","2021년 3월 16일",55,NA,NA,NA,55
"5557","_na.na_kim","제주성산읍맛집 현지인맛집   용용이네    제주 성산일출봉맛집으로 유명하죠   갈치요리맛집으로 알려진곳이라 제주에 오면 꼭 방문해보고 싶었던 곳이예요  성산일출봉과 약  분거리에 위치한 곳이며 뷰 맛집   딱밥과 갈치조림은 환상적  딱새우장은 계란밥과 함께 비벼서 먹어주면 아주 꿀맛이예요  주소  제주 서귀포시 성산읍 고성동서로     층 전화번호              영업시간  매일            둘째 넷째 목요일 휴무   #성산일출봉맛집  #제주성산맛집 #제주성산일출봉맛짐 #제주성산읍맛집 #제주현지인맛집 #제주도맛집 #제주맛집 #제주칼치조림맛집 #성산칼치조림맛집 #성산일출봉칼치조림맛집 #섭지코지맛짐 #섭지코지칼치조림맛집 #우도맛집 #우도칼치조림맛집 #성신맛집","2021년 3월 16일",NA,744,"",NA,744
"5558","sueyeonkwon","제주는 비  혼밥으로 보말칼국수먹고 후식먹으러 빗속을 뚫고 크로플 맛집도착  열심히 먹고 재활운동가야지   제주길거리 feat  서울어쩌구 병원배경    #제주살이   #노형맛집  #노형카페  #보말칼국수  #한림칼국수제주공항점  #에스프레소라운지제주  #재활운동  #메디짐제주  #제주도맛집  #혼밥  #혼밥프로","2021년 3월 16일",46,NA,NA,NA,46
"5559","jeju_robstervin","                                                                                                   OPEN       LAST ORDER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         _                         _                                                                                                                                                                                                                                                                                                                                                                                                                                                        _                                                                                                                              _                                                                                  _                                                             _                           _     or                           _                                     _                                                                                                                                                                                                      ","2021년 3월 16일",29,NA,NA,NA,29
"5560","jeju_________"," #탐라버거   ","2021년 3월 16일",27,NA,"","  #음식  #먹방  #푸드  #food  #foodphotography #foodstagram  #음식스타그램  #음식촬영  #음식사진  #먹스타  #먹방스타그램 #먹스타맞팔  #먹스타그램  #먹방그램  #좋아요  #좋반  #선팔하면맞팔 #버거 #감바스 #제주도맛집 #제주도",27
"5561","zz11_223"," tamrabansang  정말 건강하게 맛있는 맛집인 탐라반상  건강함을 되찾자는 남친이에 추진으로 방문했는데 철저한 육식파인 나도 한눈에 반해버렸다   사전예약제로 운영중이라 요즘같은 시기엔 특히 더 좋은곳  그리고 내가 직접 플레이팅해서 먹으니 소소한 즐거움을 느끼며 식사가 가능한곳인거 같다   다음번에는 부모님도 모시고 방문하고 싶은 제주도추천맛집 탐라반상   #중문맛집_탐라반상  #오설록맛집_탐라반상   #비건맛집  #채식식당  #제주도맛집  #오설록맛집   #제주추천맛집  #tamrabansang  #탐라반상   #좋은음식  #가족식사 #제주도_신혼여행   #셀프식당  #셀프플레이팅  #제주도맛집  #오설록맛집   #제주추천맛집   #단골맛집  #채식맛집  #건강밥상 #비건맛집  #제주이색식당  #이색식당 #제주한식맛집    #제주도비건식당  #제주도이색식당 #제주한식당  #비건요리  #비건디저트 #비건레스토랑  #제주서쪽마을  #제주서쪽오름","2021년 3월 16일",7,NA,NA,NA,7
"5562","ara_closet_","아라클로젯  비 내리는 화요일이네요  이런 원단의 잠바는 비 좀 맞아도 툴툴 털어내면 끝이랍니다   둘둘 말아서 가방에 쑤셔넣어도 구김 걱정없고 간절기에 제격인 아우터 요 라인들은 매장에서도 인기상품 이예요     #제주도 #제주도맛집 #제주시옷가게 #서귀포옷가게 #구제주옷가게 #신제주옷가게 #아라동옷가게 #제주도여성복 #제주도여자옷가게 #아라동빵집 #아라동까페 #아라동맛집 #아라동 #아라클로젯 #맘룩 #여성복매장 #여자옷가게","2021년 3월 16일",11,NA,NA,NA,11
"5563","mustache_jeju_island","  별관 옥상엔 빈백 정원     본관에는 반려동물과 아이들이 뛰어놀기 좋은 넓은 잔디마당    별관    층은 월정 바다가 한눈에 보이는 실내 좌석과 야외 테라스 곳곳에 있는 인생샷 포토존까지 즐겨보세요                제주시 구좌읍 해맞이해안로     카페콧수염                     매일 모든 메뉴 sold out 되므로 선착순 판매합니다  예약   피드백을 남겨주신 고객님께 추첨을 통하여 소정의 상품을 드립니다    #구좌읍카페  #제주도선물  #제주카페추천  #월정리카페거리  #제주여행  #제주도맛집  #제주도마카롱  #월정리해변  #제주  #서귀포맛집  #월정리콧수염  #제주마카롱맛집  #제주카페  #제주월정리카페  #제주애견동반  #제주월정리  #월정리카페  #구좌읍  #서귀포카페  #제주시카페  #제주도카페  #월정리  #월정리카페콧수염  #성산일출봉맛집  #제주도여행  #제주도  #월정리맛집  #제주애견동반카페  #애월맛집  #제주맛집","2021년 3월 16일",3,NA,NA,NA,3
"5564","sso_y000","찐 우유 아수쿠림 맛집    #제주도여행  #제주도  #제주도맛집  #우유부단  #제주도가볼만한곳","2021년 3월 16일",13,NA,"아이이뻐라"," 뿡늉뿡늉",13
"5565","rec.jeju","                                                                                   지인 따라 맛집 발견 이미                                                                ","2021년 3월 16일",13,NA,""," #제주  #제주도  #제주도여행  #제주여행  #제주맛집  #제주도맛집  #사계리맛집  #사계맛집  #서귀포맛집  #도민맛집  #사계해안  #용머리해안  #전복칼국수  #전복죽  #먹스타그램  #점심  #점심메뉴  #칼국수  #제주살이  #제주도한달살기  #제주보름살기  #여행스타그램  #국내여행  #travel  #jeju  #jejuisland",13
"5566","songdang_morning"," 월   일 화요일  오전       빵 나오는중 ","2021년 3월 16일",66,NA,"","  #송당의아침 #송당리빵집 #송당리맛집 #송당리베이커리카페 #제주도맛집 #제주도빵집 #제주도베이커리카페 #제주도예쁜카페 #제주도외관맛집 #구좌읍빵집 #구좌읍맛집",66
"5567","p__spring","          안뇽   다음달에 또 오께","2020년 10월 7일",142,NA," #해운대  #부산  #여행스타그램  #제주  #여행  #상남동  #맞팔  #팔로워  #국내여행  #해외여행  #네일  #호캉스  #댓글소통  #일상  #데일리  #여행스타그램  #호텔  #일상  #소통  #좋아요반사  #선팔하면맞팔  #창원카페  #제주카페  #제주도카페  #제주도맛집  #창원카페  #제주맛집  #제주도여행  #제주",NA,142
"5568","p__spring","                     ","2020년 10월 6일",163,NA," 니빼고 다 언팔한쥴 "," 렉인줄 알아쩨",163
"5569","p__spring","                                                     ","2020년 10월 6일",117,NA,"분위기 쩌네요위치좀 알수있을까요"," 제주도 안돌오름이에용",117
"5570","p__spring","                                            ","2020년 10월 6일",NA,454,"내일 눈뜨면 비행기 타기 한시간전"," 니도온나흑장미 해조",454
"5571","p__spring","        ","2020년 10월 6일",115,NA,"당",NA,115
"5572","p__spring","           ","2020년 10월 6일",146,NA,"뿌",NA,146
"5573","p__spring","                              ","2020년 10월 6일",140,NA,"좋으니"," 안오나",140
"5574","p__spring","        ","2020년 10월 5일",179,NA,"하갈비귝쑤"," 유리에써죠이써쏘0001648",179
"5575","sujin7638","제주장금이  #제주도맛집  #제주맛집  #제주시맛집  #제주공항맛집  #제주공항근처맛집  #이호테우해변맛집  #용두암맛집  #제주도두맛집  #제주전복돌솥밥  #제주도전복돌솥밥  #제주아침식사  #제주공항아침식사  #제주공항근처아침식사  #제주갈치조림  #제주도갈치조림  #제주갈치조림맛집","2021년 3월 16일",24,NA,NA,NA,24
"5576","sujin7638","제주장금이  #제주도맛집  #제주맛집  #제주시맛집  #제주공항맛집  #제주공항근처맛집  #이호테우해변맛집  #용두암맛집  #제주도두맛집  #제주전복돌솥밥  #제주도전복돌솥밥  #제주아침식사  #제주공항아침식사  #제주공항근처아침식사  #제주갈치조림  #제주도갈치조림  #제주갈치조림맛집","2021년 3월 16일",26,NA,NA,NA,26
"5577","sujin7638","제주장금이  #제주도맛집  #제주맛집  #제주시맛집  #제주공항맛집  #제주공항근처맛집  #이호테우해변맛집  #용두암맛집  #제주도두맛집  #제주전복돌솥밥  #제주도전복돌솥밥  #제주아침식사  #제주공항아침식사  #제주공항근처아침식사  #제주갈치조림  #제주도갈치조림  #제주갈치조림맛집","2021년 3월 16일",23,NA,NA,NA,23
